Startup_name,Category,Funding_total_usd,Status,State_code,City,Funding_rounds,Founded_at,Founded_month,Founded_quarter,Has_VC,Has_angel,Has_roundA,Has_roundB,Has_roundC,Has_roundD,Age_first_funding_year,Age_last_funding_year
ReflexPhotonics,semiconductors," 50,00,000 ",1,CA,Mountain View,2,2002/1/1,1,2002-Q1,1,0,1,0,0,0,5,5
Reframe It,web," 31,81,000 ",1,CA,San Francisco,3,2007/2/1,2,2007-Q1,1,1,1,0,0,0,1,3
Refresh Body,health&medical,"50,000",1,NY,New York,1,2006/1/1,1,2006-Q1,0,0,0,0,0,0,7,7
Refresh.io,hardware&software," 1,00,00,000 ",1,CA,Mountain View,1,2011/12/1,12,2011-Q4,1,0,1,0,0,0,2,2
Regalii,mobile,"65,000",1,NY,New York,5,2012/3/1,3,2012-Q1,0,0,0,0,0,0,0,1
Related Content Database (RCDb),advertising," 1,00,00,000 ",1,CA,San Francisco,1,2006/1/1,1,2006-Q1,1,0,1,0,0,0,4,4
RelateIQ,hardware&software," 6,90,00,000 ",1,CA,Palo Alto,4,2011/1/1,1,2011-Q1,1,0,1,1,1,0,0,3
Reliant Technologies,biotechnology," 1,50,00,000 ",1,CA,Mountain View,1,2001/1/1,1,2001-Q1,1,0,0,0,0,0,6,6
Remedy Pharmaceuticals,biotechnology," 63,00,755 ",1,NY,New York,4,2004/1/1,1,2004-Q1,1,0,0,0,0,0,6,10
Remitly,mobile," 1,05,00,000 ",1,WA,Seattle,5,2011/5/23,5,2011-Q2,1,0,1,0,0,0,0,3
"Remixation, Inc.",web," 55,80,000 ",1,CA,San Francisco,2,2006/6/1,6,2006-Q2,1,0,1,0,0,0,1,6
Remotemedical,biotechnology," 80,00,000 ",1,WA,Seattle,1,2003/1/1,1,2003-Q1,1,0,1,0,0,0,10,10
Rennovia,biotechnology," 7,85,37,524 ",1,CA,Menlo Park,5,2009/1/1,1,2009-Q1,1,0,1,1,0,0,0,5
Renova Therapeutics,biotechnology," 75,20,000 ",1,CA,San Diego,1,2009/1/1,1,2009-Q1,1,0,0,0,1,0,5,5
RenovoRx,health&medical," 18,10,000 ",1,CA,San Jose,2,2009/1/1,1,2009-Q1,1,0,0,1,0,0,4,5
Rent the Runway,e-commerce," 5,44,00,000 ",1,NY,New York,3,2009/11/9,11,2009-Q4,1,0,1,1,1,0,1,4
RENTISH,finance,"15,000",1,NY,New York,1,2013/6/20,6,2013-Q2,0,0,0,0,0,0,0,0
RentJuice,finance," 69,23,782 ",1,CA,San Francisco,2,2008/1/1,1,2008-Q1,1,0,0,0,0,0,2,3
RentShare,web," 3,05,000 ",1,NY,New York,1,2010/1/1,1,2010-Q1,0,0,0,0,0,0,1,1
Reonomy,analytics," 48,50,000 ",1,NY,New York,2,2013/3/1,3,2013-Q1,1,0,1,0,0,0,0,1
RepairPal,web," 2,13,00,000 ",1,CA,San Francisco,6,2007/1/1,1,2007-Q1,1,0,1,0,0,0,0,6
Reppify,social_media," 2,50,000 ",1,CA,San Francisco,1,2009/5/1,5,2009-Q2,0,0,0,0,0,0,0,0
Reppler,web," 5,00,000 ",1,CA,Palo Alto,1,2010/8/1,8,2010-Q3,0,0,0,0,0,0,0,0
reQwip,mobile," 1,50,500 ",1,TX,Austin,4,2012/1/1,1,2012-Q1,0,0,0,0,0,0,0,2
Rerecipe,web," 1,00,000 ",0,CA,San Francisco,1,2010/3/10,3,2010-Q1,0,1,0,0,0,0,0,0
Resale Therapy,e-commerce," 2,60,000 ",1,WA,Seattle,2,2014/1/14,1,2014-Q1,0,1,0,0,0,0,0,0
Resilient Network Systems,web," 98,75,231 ",1,CA,San Francisco,2,2009/1/1,1,2009-Q1,1,0,1,0,0,0,1,2
ResiModel,hardware&software," 25,36,000 ",1,NY,New York,2,2010/1/1,1,2010-Q1,0,0,0,0,0,0,2,3
Resolvyx Pharmaceuticals,biotechnology," 37,00,000 ",1,MA,Cambridge,2,2001/1/1,1,2001-Q1,1,0,0,0,0,0,9,9
Resource Capital,finance," 4,59,00,000 ",1,NY,New York,1,2005/1/1,1,2005-Q1,0,0,0,0,0,0,8,8
Respect Network,hardware&software," 33,75,020 ",1,CA,San Francisco,1,2010/1/1,1,2010-Q1,1,0,0,0,0,0,4,4
Respectance,social_media," 17,50,000 ",1,CA,San Mateo,2,2006/6/1,6,2006-Q2,1,0,1,0,0,0,1,1
Restoration Robotics,biotechnology," 11,29,99,999 ",1,CA,Mountain View,4,2002/1/1,1,2002-Q1,1,0,0,1,1,0,5,12
Retail Solutions,analytics," 1,52,00,000 ",1,CA,Mountain View,1,2003/1/1,1,2003-Q1,1,0,0,0,1,0,7,7
RetailMeNot,advertising," 29,95,00,000 ",1,TX,Austin,5,2007/5/1,5,2007-Q2,1,0,1,1,1,0,2,4
RetailMLS,finance," 19,45,000 ",1,NY,New York,2,2009/7/1,7,2009-Q3,0,0,0,0,0,0,2,3
RetailNext,analytics," 5,94,00,000 ",1,CA,San Jose,4,2007/11/1,11,2007-Q4,1,0,1,1,1,1,2,7
ReTel Technologies,analytics," 10,00,000 ",1,CA,San Francisco,2,2007/10/1,10,2007-Q4,0,0,0,0,0,0,2,2
Retrace,mobile," 1,00,000 ",1,CA,Palo Alto,1,2012/7/9,7,2012-Q3,0,0,0,0,0,0,1,1
Retrevo,web," 1,19,00,000 ",1,CA,Sunnyvale,3,2006/1/1,1,2006-Q1,1,0,1,1,0,0,0,2
RetSKU,hardware&software,"40,000",1,NY,New York,1,2013/1/1,1,2013-Q1,0,0,0,0,0,0,1,1
Rev Worldwide,e-commerce," 1,00,15,940 ",1,TX,Austin,3,2008/1/1,1,2008-Q1,0,0,0,0,0,0,5,5
Reval.com,hardware&software," 8,69,22,153 ",1,NY,New York,4,1999/1/1,1,1999-Q1,1,0,0,0,0,0,8,13
Revel Touch,e-commerce," 1,00,00,000 ",1,CA,Palo Alto,2,2011/4/1,4,2011-Q2,1,0,1,0,0,0,0,1
REVENTIVE,mobile," 2,00,000 ",1,CA,San Francisco,1,2011/8/11,8,2011-Q3,0,1,0,0,0,0,0,0
Reviewspotter,web," 1,00,000 ",0,NY,New York,1,2007/1/3,1,2007-Q1,0,0,0,0,0,0,0,0
Revinate,social_media," 1,52,00,000 ",1,CA,San Francisco,3,2009/1/1,1,2009-Q1,1,0,1,0,0,0,0,3
ReVision Therapeutics,biotechnology," 33,70,231 ",1,CA,San Diego,2,2010/1/1,1,2010-Q1,1,0,0,0,0,0,0,1
Revision3,social_media," 90,00,000 ",1,CA,San Francisco,2,2005/4/1,4,2005-Q2,1,0,1,1,0,0,1,2
Reviva Pharmaceuticals,biotechnology," 3,54,56,381 ",1,CA,San Jose,3,2006/1/1,1,2006-Q1,1,0,0,1,1,1,6,8
Revolucionadolabs,hardware&software," 9,40,00,100 ",1,CA,Palo Alto,3,2010/2/5,2,2010-Q1,1,0,0,0,1,0,2,3
Revolve Robotics,hardware&software," 6,15,000 ",1,CA,San Francisco,3,2012/3/1,3,2012-Q1,0,0,0,0,0,0,0,2
Revver,social_media," 1,27,00,000 ",1,CA,Los Angeles,2,2004/10/15,10,2004-Q4,1,0,1,1,0,0,1,2
Rewardli,social_media," 6,15,000 ",1,CA,San Francisco,3,2011/1/15,1,2011-Q1,0,0,0,0,0,0,0,0
RewardMe,advertising," 11,00,000 ",1,CA,Mountain View,1,2010/8/1,8,2010-Q3,0,1,0,0,0,0,1,1
RewardsForce,finance," 2,18,000 ",1,WA,Seattle,2,2010/10/1,10,2010-Q4,0,1,0,0,0,0,0,1
RewardsPay,e-commerce," 2,50,000 ",1,CA,Mountain View,1,2010/4/1,4,2010-Q2,0,0,0,0,0,0,1,1
Rewind Me,mobile," 8,00,000 ",0,NY,New York,2,2011/12/1,12,2011-Q4,0,0,0,0,0,0,1,1
Rexly,web,"20,000",1,CA,San Francisco,1,2010/9/1,9,2010-Q3,0,0,0,0,0,0,1,1
RFMicron,semiconductors," 56,75,631 ",1,TX,Austin,3,2006/1/1,1,2006-Q1,1,0,0,0,0,0,4,8
RGB Networks,games," 7,20,00,001 ",1,CA,Sunnyvale,4,2003/1/1,1,2003-Q1,1,0,0,1,1,1,2,7
"RhodeCode, Inc.",hardware&software," 35,00,000 ",1,CA,San Francisco,1,2013/7/15,7,2013-Q3,1,0,1,0,0,0,1,1
Rhythm NewMedia,advertising," 2,89,32,322 ",1,CA,Mountain View,4,2005/1/1,1,2005-Q1,1,0,0,0,1,0,5,7
Ribbit,mobile," 1,10,00,000 ",1,CA,Mountain View,2,2005/2/23,2,2005-Q1,1,0,1,1,0,0,1,2
Riffsy,social_media," 35,00,000 ",1,CA,San Francisco,1,2014/2/1,2,2014-Q1,0,0,0,0,0,0,0,0
RiffTrax,games," 50,00,000 ",1,CA,San Diego,1,2006/7/1,7,2006-Q3,1,0,0,0,0,0,2,2
Right Media,advertising," 4,50,00,000 ",1,NY,New York,1,2003/1/1,1,2003-Q1,1,0,0,1,0,0,3,3
Right Relevance,web," 7,30,000 ",1,CA,Sunnyvale,1,2013/8/1,8,2013-Q3,0,0,0,0,0,0,1,1
RightsFlow,art&music," 15,00,000 ",1,NY,New York,1,2007/10/1,10,2007-Q4,1,0,1,0,0,0,2,2
Rincon Pharmaceuticals,biotechnology," 47,00,000 ",1,CA,San Diego,1,2002/1/1,1,2002-Q1,1,0,0,0,0,0,3,3
Ringadoc,hardware&software," 19,00,000 ",1,CA,San Francisco,3,2010/1/1,1,2010-Q1,1,0,0,0,0,0,2,3
RingCube Technologies,hardware&software," 4,66,67,457 ",1,CA,Mountain View,5,2005/1/1,1,2005-Q1,1,0,1,1,0,0,1,5
Ringleadr.com,web," 5,00,000 ",1,NY,New York,1,2010/9/1,9,2010-Q3,0,0,0,0,0,0,1,1
Ringz.TV,hardware&software," 10,40,000 ",1,CA,San Francisco,2,2010/12/1,12,2010-Q4,0,1,0,0,0,0,0,1
Rio Grande Neurosciences,health&medical," 13,48,239 ",1,CA,San Francisco,1,2011/1/1,1,2011-Q1,1,0,0,0,0,0,3,3
RiseSmart,hardware&software," 2,36,00,000 ",1,CA,San Jose,5,2007/2/1,2,2007-Q1,1,0,1,0,0,0,1,7
Riskclick,hardware&software," 82,00,000 ",1,NY,New York,1,2000/1/1,1,2000-Q1,1,0,0,0,1,0,5,5
Ritter Pharmaceuticals,biotechnology," 41,79,541 ",1,CA,Los Angeles,6,2004/1/1,1,2004-Q1,1,0,0,0,0,0,5,9
River Vision Development,hardware&software," 2,30,00,000 ",1,NY,New York,2,2011/1/1,1,2011-Q1,1,0,1,0,0,0,1,3
Rivet & Sway,e-commerce," 23,50,000 ",0,WA,Seattle,2,2011/7/7,7,2011-Q3,0,0,0,0,0,0,0,2
Rixty,games," 12,65,000 ",1,CA,San Francisco,2,2009/1/1,1,2009-Q1,0,1,0,0,0,0,0,1
Rizm,hardware&software," 50,85,000 ",1,NY,New York,4,2011/1/17,1,2011-Q1,0,0,0,0,0,0,0,3
Road Hero,mobile," 3,00,000 ",1,CA,San Francisco,1,2010/9/1,9,2010-Q3,0,0,0,0,0,0,1,1
Roam Analytics,art&music," 17,49,998 ",1,CA,San Francisco,1,2012/1/1,1,2012-Q1,1,0,0,0,0,0,1,1
Robinhood,finance," 1,60,00,000 ",1,CA,Palo Alto,3,2013/1/1,1,2013-Q1,1,0,1,0,0,0,0,1
ROBLOX,games," 72,35,000 ",1,CA,San Mateo,2,2005/3/14,3,2005-Q1,1,0,1,1,0,0,4,6
Roboinvest,web," 1,25,000 ",1,NY,New York,1,2010/9/27,9,2010-Q3,0,1,0,0,0,0,2,2
Robot App Store,mobile," 2,50,000 ",1,CA,San Francisco,1,2011/6/1,6,2011-Q2,1,0,0,0,0,0,1,1
RobotDough Software,hardware&software," 4,15,000 ",0,CA,Los Angeles,2,2009/1/1,1,2009-Q1,1,0,0,0,0,0,1,2
RoboteX,hardware&software," 2,52,24,241 ",1,CA,Sunnyvale,4,2007/1/1,1,2007-Q1,1,0,0,0,0,0,3,6
Robotgalaxy,games," 1,20,00,000 ",0,NY,New York,2,2006/1/1,1,2006-Q1,1,0,1,1,0,0,1,2
Rock Health,health&medical," 50,00,000 ",1,CA,San Francisco,3,2010/1/1,1,2010-Q1,0,0,0,0,0,0,1,2
Rockerbox,advertising," 5,40,000 ",1,NY,New York,2,2013/6/1,6,2013-Q2,0,0,0,0,0,0,0,1
Rocketboom,social_media," 15,00,000 ",1,NY,New York,1,2007/8/1,8,2007-Q3,0,0,0,0,0,0,3,3
ROCKI,art&music," 3,38,000 ",1,NY,New York,2,2013/2/1,2,2013-Q1,0,0,0,0,0,0,0,1
Rocksbox,fashion," 15,00,000 ",1,CA,San Francisco,2,2012/4/1,4,2012-Q2,0,0,0,0,0,0,1,2
RockYou,mobile," 14,97,25,336 ",1,CA,San Francisco,11,2005/11/1,11,2005-Q4,1,1,1,1,1,1,1,9
Rodin Therapeutics,biotechnology," 1,29,00,000 ",1,MA,Cambridge,2,2013/1/1,1,2013-Q1,1,0,1,0,0,0,0,1
RolePoint,hardware&software," 45,00,000 ",1,CA,San Francisco,3,2011/1/1,1,2011-Q1,0,0,0,0,0,0,1,3
ROME Corporation,hardware&software," 1,40,00,000 ",1,TX,Austin,1,2001/1/1,1,2001-Q1,1,0,0,1,0,0,5,5
Rooftop Media,social_media," 25,00,000 ",1,CA,San Francisco,1,2006/9/1,9,2006-Q3,1,0,1,0,0,0,1,1
Room 77,travel," 4,38,00,000 ",1,CA,Mountain View,3,2010/4/1,4,2010-Q2,1,1,0,1,1,0,0,3
Roost,finance," 1,35,00,000 ",1,CA,San Francisco,2,2007/5/1,5,2007-Q2,1,0,1,1,0,0,0,1
Rooster Teeth,social_media," 24,00,000 ",1,TX,Austin,1,2003/1/1,1,2003-Q1,0,0,0,0,0,0,11,11
Roses & Rye,fashion," 7,00,000 ",1,CA,San Francisco,1,2011/9/1,9,2011-Q3,0,0,0,0,0,0,0,0
Rotten Tomatoes,games," 10,10,000 ",1,CA,San Francisco,1,1998/8/1,8,1998-Q3,0,1,0,0,0,0,2,2
Roundrate,advertising,"40,000",1,CA,San Francisco,1,2012/8/1,8,2012-Q3,0,0,0,0,0,0,0,0
Rouse Properties,finance," 51,00,00,000 ",1,NY,New York,1,2012/1/1,1,2012-Q1,0,0,0,0,0,0,1,1
RouterShare,mobile," 1,20,000 ",0,CA,Sunnyvale,2,2011/1/1,1,2011-Q1,0,1,0,0,0,0,0,2
Roxro Pharma,biotechnology," 4,27,00,000 ",0,CA,Menlo Park,1,1999/1/1,1,1999-Q1,1,0,0,1,0,0,8,8
RoyaltyShare,games," 1,15,00,000 ",1,CA,San Diego,4,2005/1/1,1,2005-Q1,1,0,0,1,0,0,1,3
RPO,hardware&software," 4,40,00,000 ",0,CA,San Jose,3,2005/1/1,1,2005-Q1,1,0,0,1,1,0,1,5
RPost,hardware&software," 58,29,035 ",1,CA,Los Angeles,2,2000/1/1,1,2000-Q1,1,0,0,0,0,0,12,14
Rubicon Media,social_media," 2,25,46,303 ",1,CA,San Francisco,1,2007/1/1,1,2007-Q1,1,0,0,0,0,0,6,6
Ruckus Wireless,hardware&software," 5,59,46,214 ",1,CA,Sunnyvale,4,2004/6/1,6,2004-Q2,1,0,0,0,0,0,2,8
Rufus Buck Production,social_media,"10,000",1,CA,Los Angeles,1,2009/10/15,10,2009-Q4,0,0,0,0,0,0,5,5
Runa,advertising," 1,02,00,000 ",1,CA,Mountain View,2,2009/1/1,1,2009-Q1,1,0,0,0,0,0,1,3
Runic Games,games," 70,00,000 ",1,WA,Seattle,2,2008/8/1,8,2008-Q3,1,0,0,0,0,0,1,2
Runnable Inc.,hardware&software," 20,00,000 ",1,CA,San Francisco,2,2012/1/1,1,2012-Q1,0,0,0,0,0,0,1,1
RunTitle,web," 40,00,000 ",1,TX,Austin,2,2011/11/1,11,2011-Q4,1,0,1,0,0,0,2,2
rVita,health&medical," 10,00,000 ",1,CA,Santa Clara,1,2007/7/5,7,2007-Q3,0,1,0,0,0,0,0,0
Saatchi Art,web," 1,11,50,004 ",1,CA,Los Angeles,3,2010/1/1,1,2010-Q1,1,0,1,0,0,0,0,3
SABIA,analytics," 3,80,000 ",1,CA,San Diego,2,2000/1/1,1,2000-Q1,1,0,0,0,0,1,12,12
Safe Shepherd,web," 6,29,000 ",1,CA,San Francisco,2,2011/10/1,10,2011-Q4,0,0,0,0,0,0,0,2
SafeLogic,security,"30,000",1,CA,Palo Alto,1,2012/1/1,1,2012-Q1,0,0,0,0,0,0,1,1
Sahale Snacks,e-commerce," 57,49,536 ",1,WA,Seattle,1,2003/1/1,1,2003-Q1,1,0,0,0,0,0,8,8
Sailthru,e-commerce," 4,80,00,000 ",1,NY,New York,4,2008/6/1,6,2008-Q2,1,0,1,1,1,0,2,5
Saisei,hardware&software," 1,32,00,000 ",1,CA,Sunnyvale,3,2013/1/1,1,2013-Q1,1,0,1,0,0,0,0,1
SaleMove,hardware&software,"25,000",1,NY,New York,1,2012/5/29,5,2012-Q2,0,0,0,0,0,0,0,0
Salesforce,hardware&software," 2,10,00,000 ",1,CA,San Francisco,3,1999/1/1,1,1999-Q1,1,0,1,0,0,0,0,1
Salesforce Buddy Media,web," 9,00,00,000 ",1,NY,New York,5,2007/9/1,9,2007-Q3,1,0,1,1,1,1,0,4
Salon Media Group,social_media," 2,55,06,379 ",1,CA,San Francisco,1,1995/1/1,1,1995-Q1,1,0,0,0,0,0,18,18
Samesurf,hardware&software," 18,50,000 ",1,CA,Los Angeles,3,2009/1/10,1,2009-Q1,1,1,0,0,0,0,2,4
Samfind,web," 1,25,000 ",1,CA,Los Angeles,1,2008/7/10,7,2008-Q3,0,0,0,0,0,0,1,1
Samplify Systems,semiconductors," 2,30,00,000 ",1,CA,Santa Clara,6,2006/1/1,1,2006-Q1,1,0,1,1,0,0,0,5
Sana Security,security," 1,20,00,000 ",1,CA,San Mateo,1,2000/1/1,1,2000-Q1,1,0,0,0,0,0,7,7
Sand 9,mobile," 11,21,52,684 ",1,MA,Cambridge,11,2007/6/1,6,2007-Q2,1,0,1,1,1,1,1,7
Sandlot Solutions,hardware&software," 2,33,00,000 ",1,NY,New York,1,2006/1/1,1,2006-Q1,1,0,0,0,0,0,8,8
Sangart,biotechnology," 31,58,72,959 ",0,CA,San Diego,5,1998/1/1,1,1998-Q1,1,0,0,0,0,0,11,14
Sano,health&medical," 37,70,000 ",1,CA,San Francisco,2,2011/12/29,12,2011-Q4,0,0,0,0,0,0,1,2
Sanovi Technologies,hardware&software," 61,00,000 ",1,CA,Sunnyvale,1,2002/1/1,1,2002-Q1,1,0,0,1,0,0,4,4
Satiety,health&medical," 6,28,00,000 ",0,CA,Palo Alto,3,2000/1/1,1,2000-Q1,1,0,0,0,0,1,7,9
Satori Pharmaceuticals,health&medical," 4,73,15,000 ",1,MA,Cambridge,5,2005/1/1,1,2005-Q1,1,0,1,0,0,0,0,7
Sauce Labs,hardware&software," 2,10,00,000 ",1,CA,San Francisco,4,2008/8/1,8,2008-Q3,1,0,1,1,1,0,1,6
SaveUp,finance," 70,00,000 ",1,CA,San Francisco,2,2011/4/1,4,2011-Q2,1,0,1,0,0,0,0,1
SavvySource for Parents,hardware&software," 51,35,754 ",1,CA,San Francisco,1,2005/1/1,1,2005-Q1,1,0,0,0,0,0,8,8
SayNow,hardware&software," 75,10,000 ",1,CA,Palo Alto,2,2005/9/1,9,2005-Q3,1,0,1,0,0,0,2,9
Sazze,advertising," 3,90,000 ",1,CA,Santa Clara,2,2007/7/1,7,2007-Q3,0,0,0,0,0,0,4,4
SBR Health,health&medical," 16,70,000 ",1,MA,Cambridge,1,2010/5/1,5,2010-Q2,0,0,0,0,0,0,1,1
ScalArc Inc.,analytics," 60,80,000 ",1,CA,Santa Clara,1,2009/5/1,5,2009-Q2,0,0,0,0,0,0,2,2
ScaleArc,hardware&software," 1,76,30,000 ",1,CA,Santa Clara,2,2009/1/1,1,2009-Q1,1,0,0,1,1,0,2,4
ScaleIO,hardware&software," 1,20,00,000 ",1,CA,Palo Alto,1,2011/1/1,1,2011-Q1,1,0,0,0,0,0,1,1
ScaleXtreme,hardware&software," 1,30,00,000 ",1,CA,San Mateo,2,2010/8/1,8,2010-Q3,1,0,1,1,0,0,0,1
Scanadu,health&medical," 1,40,65,113 ",1,CA,Mountain View,3,2011/1/1,1,2011-Q1,1,0,1,0,0,0,0,2
scanR,mobile," 1,42,00,000 ",0,CA,Palo Alto,2,2005/1/1,1,2005-Q1,1,0,0,1,0,0,2,4
Scayl,hardware&software," 8,45,000 ",1,CA,Sunnyvale,3,2007/9/1,9,2007-Q3,1,0,0,0,0,0,6,7
Scent Sciences,hardware&software," 4,67,600 ",1,CA,Santa Clara,1,2010/1/1,1,2010-Q1,0,0,0,0,0,0,2,2
Schedule Savvy,web," 1,50,000 ",1,CA,San Francisco,2,2014/1/1,1,2014-Q1,0,0,0,0,0,0,0,0
Schematic Labs,games," 56,75,000 ",1,CA,San Francisco,4,2010/1/1,1,2010-Q1,1,0,1,0,0,0,0,3
Scholar Rock,health&medical," 2,00,00,000 ",1,MA,Cambridge,1,2012/1/1,1,2012-Q1,1,0,1,0,0,0,2,2
Scholaroo,e-commerce,"40,000",1,CA,San Francisco,1,2012/1/1,1,2012-Q1,0,0,0,0,0,0,0,0
Schooner Information Technology,hardware&software," 3,50,00,000 ",1,CA,Sunnyvale,2,2007/5/1,5,2007-Q2,1,0,1,1,0,0,0,2
Schrodinger,biotechnology," 3,00,00,000 ",1,NY,New York,2,1990/1/1,1,1990-Q1,1,0,0,0,0,0,20,22
Scientific Media,hardware&software," 12,00,000 ",1,NY,New York,1,2007/1/1,1,2007-Q1,1,0,0,0,0,0,3,3
Scintera Networks,semiconductors," 1,55,35,451 ",1,CA,Sunnyvale,3,2001/1/1,1,2001-Q1,1,0,1,0,1,0,5,12
Scoop.it,web," 26,00,000 ",1,CA,San Francisco,1,2010/11/1,11,2010-Q4,1,0,0,0,0,0,3,3
ScoreBig,e-commerce," 4,94,74,999 ",1,CA,Los Angeles,5,2009/8/1,8,2009-Q3,1,0,1,1,1,1,1,5
Scrapblog,web," 1,00,00,000 ",1,CA,San Francisco,4,2006/1/1,1,2006-Q1,1,0,1,0,1,0,0,4
Scratch Hard,fashion," 14,00,000 ",1,NY,New York,1,2012/3/1,3,2012-Q1,0,1,0,0,0,0,0,0
Scratch Music Group,art&music," 33,00,000 ",1,NY,New York,3,2002/1/1,1,2002-Q1,1,0,1,0,0,0,9,11
Scratch Wireless,mobile," 59,00,000 ",1,MA,Cambridge,2,2011/1/1,1,2011-Q1,1,0,0,0,0,0,1,2
Screen,biotechnology,"29,000",1,WA,Seattle,1,1999/1/1,1,1999-Q1,1,0,0,0,0,0,12,12
scrible,hardware&software," 5,00,000 ",1,CA,San Mateo,1,2010/1/1,1,2010-Q1,0,0,0,0,0,0,1,1
Scripped,social_media," 7,91,274 ",1,CA,San Francisco,3,2007/7/7,7,2007-Q3,1,0,0,0,0,0,0,4
Scryer,hardware&software," 37,00,000 ",1,NY,New York,1,2013/1/1,1,2013-Q1,1,0,0,0,0,0,1,1
Seal Software,hardware&software," 40,00,000 ",1,CA,San Francisco,1,2010/1/1,1,2010-Q1,1,0,0,0,0,0,4,4
Seamless Receipts,hardware&software," 17,50,000 ",1,NY,New York,2,2009/7/1,7,2009-Q3,1,0,0,0,0,0,0,2
SearchForce,advertising," 40,57,165 ",1,CA,San Mateo,2,2004/1/1,1,2004-Q1,1,0,0,0,0,0,8,8
Seaside Therapeutics,biotechnology," 3,00,00,000 ",1,MA,Cambridge,1,2005/1/1,1,2005-Q1,1,0,0,0,0,0,4,4
Seattle Biomedical Research Institute,biotechnology," 2,60,00,000 ",1,WA,Seattle,2,1976/1/1,1,1976-Q1,0,0,0,0,0,0,37,38
Second Genome,biotechnology," 1,89,99,999 ",1,CA,San Francisco,3,2009/1/1,1,2009-Q1,1,0,1,0,0,0,2,4
SecondMarket,art&music," 3,41,50,000 ",1,NY,New York,4,2004/1/1,1,2004-Q1,1,1,1,1,1,0,2,7
SecretBuilders,games," 23,00,000 ",1,CA,San Mateo,1,2007/1/1,1,2007-Q1,1,0,0,0,0,0,3,3
Securly,hardware&software," 10,00,000 ",1,CA,Santa Clara,1,2012/1/1,1,2012-Q1,0,0,0,0,0,0,1,1
SeeChange Health,health&medical," 3,50,00,000 ",1,CA,San Francisco,2,1998/1/1,1,1998-Q1,1,0,0,1,1,0,13,15
seedchange,finance," 9,50,000 ",1,CA,San Francisco,2,2012/4/1,4,2012-Q2,0,0,0,0,0,0,1,2
Seeking Alpha,social_media," 70,00,000 ",1,NY,New York,2,2004/1/1,1,2004-Q1,1,0,0,1,0,0,2,5
Seeq,analytics," 80,00,000 ",1,WA,Seattle,2,2013/1/1,1,2013-Q1,1,0,1,0,0,0,0,0
SeeSaw Networks,advertising," 2,31,38,876 ",0,CA,San Francisco,7,2005/1/1,1,2005-Q1,1,0,1,1,0,0,1,6
Segterra (InsideTracker),health&medical," 25,00,000 ",1,MA,Cambridge,1,2009/6/1,6,2009-Q2,1,0,1,0,0,0,5,5
Seismic Games,games," 42,38,332 ",1,CA,Los Angeles,3,2011/1/1,1,2011-Q1,1,0,1,0,0,0,0,1
SEJENT,games," 10,00,000 ",1,CA,Santa Clara,1,2011/5/11,5,2011-Q2,1,0,0,1,0,0,0,0
Selectica,hardware&software," 2,33,45,892 ",1,CA,San Mateo,2,1996/1/1,1,1996-Q1,1,0,0,0,0,0,17,18
Selexagen Therapeutics,biotechnology," 5,97,387 ",1,CA,San Diego,1,2008/1/1,1,2008-Q1,0,0,0,0,0,0,3,3
Self Health Network,health&medical," 56,43,780 ",1,CA,San Francisco,1,2011/1/1,1,2011-Q1,1,0,0,0,0,0,3,3
Selventa,biotechnology," 55,00,000 ",1,MA,Cambridge,2,2001/1/1,1,2001-Q1,1,0,0,0,0,0,9,10
Semprus BioSciences,biotechnology," 2,70,00,000 ",1,MA,Cambridge,3,2006/1/1,1,2006-Q1,1,0,1,1,0,0,2,5
Semtek Innovative Solutions,hardware&software," 67,21,023 ",1,CA,San Diego,2,1999/1/1,1,1999-Q1,1,0,1,0,0,0,8,10
Send the Trend,e-commerce," 30,00,000 ",1,NY,New York,1,2010/8/1,8,2010-Q3,1,0,1,0,0,0,1,1
Send Word Now,hardware&software," 3,30,00,000 ",1,NY,New York,3,2001/1/1,1,2001-Q1,1,0,0,1,1,1,5,7
SendMe,mobile," 3,45,00,000 ",1,CA,San Francisco,4,2006/6/1,6,2006-Q2,1,0,1,1,1,1,0,3
Sennari,hardware&software," 1,70,00,000 ",1,CA,Los Angeles,3,1999/1/1,1,1999-Q1,1,0,1,1,1,0,6,7
Sense Health,health&medical," 20,00,000 ",1,NY,New York,1,2012/1/1,1,2012-Q1,0,0,0,0,0,0,2,2
Sense Networks,analytics," 90,00,000 ",1,NY,New York,2,2003/5/1,5,2003-Q2,1,0,1,1,0,0,5,6
Sense.ly,health&medical," 12,78,000 ",1,CA,San Francisco,2,2013/5/1,5,2013-Q2,0,0,0,0,0,0,0,1
Sensentia,health&medical," 1,60,750 ",1,CA,San Francisco,2,2011/11/28,11,2011-Q4,0,0,0,0,0,0,2,3
Sensing Electromagnetic Plus,semiconductors," 5,35,952 ",1,CA,Sunnyvale,2,2013/1/1,1,2013-Q1,0,0,0,0,0,0,0,1
Sentient Technologies,hardware&software," 10,57,80,450 ",1,CA,San Francisco,2,2007/1/1,1,2007-Q1,1,0,0,0,1,0,3,7
Sentimed Medical Corporation,health&medical," 4,75,000 ",1,MA,Cambridge,2,2010/11/1,11,2010-Q4,0,0,0,0,0,0,0,3
Sentons,semiconductors," 3,76,91,801 ",1,CA,Sunnyvale,4,2011/1/1,1,2011-Q1,1,0,0,0,0,0,0,3
